Motor,Track #,Label,Number spots,Number Gaps,Longest Gap,Number Splits,Number Merges,Number Complex,Track Duration,Track start,Track stop,Track Displacement,Track Index,Track ID,Track X Location,Track Y Location,Track Z Location,Track Mean Speed,Track Max Speed,Track Min Speed,Track Median Speed,Track STD Speed,Track Mean Quality,Track Max Quality,Track Min Quality,Track Median Quality,Track Std Quality
Kinesin-4,110,Track_3736,9,1,1,0,0,0,5.067,45.603,50.67,0.539,3736,3736,32.573,9.741,0,0.225,0.645,0.011,0.045,0.284,430.405,555.383,143.887,477.208,122.859
Kinesin-4,111,Track_3737,5,0,0,0,0,0,2.252,45.603,47.855,1.212,3737,3737,33.443,27.772,0,0.539,0.576,0.495,0.56,0.036,459.064,607.497,53.903,562.778,207.814
Kinesin-4,112,Track_3747,8,1,2,0,0,0,5.067,45.603,50.67,2.351,3747,3747,12.965,50.314,0,0.5,0.855,0.199,0.479,0.232,425.457,848.596,146.374,459.364,210.228
Kinesin-4,113,Track_3767,5,0,0,0,0,0,2.252,45.603,47.855,1.389,3767,3767,16.468,45.423,0,0.617,0.659,0.571,0.642,0.041,813.754,876.201,713.502,811.815,58.955
Kinesin-4,114,Track_3773,3,0,0,0,0,0,1.126,45.603,46.729,0.588,3773,3773,5.891,41.774,0,0.522,0.599,0.446,0.599,0.108,534.364,606.124,430.936,566.033,74.944
Kinesin-4,115,Track_3806,2,0,0,0,0,0,0.563,46.729,47.292,0.52,3806,3806,47.967,41.836,0,0.923,0.923,0.923,0.923,NaN,455.199,462.248,448.15,462.248,7.049
Kinesin-4,116,Track_3839,14,0,0,0,0,0,7.319,46.166,53.485,5.822,3839,3839,34.985,3.253,0,0.796,2.62,0.466,0.58,0.588,551.044,646.896,440.155,581.18,59.961
Kinesin-4,117,Track_3850,7,0,0,0,0,0,3.378,46.729,50.107,0.847,3850,3850,8.52,61.979,0,0.717,1.785,0.067,0.594,0.569,439.755,517.082,380.441,413.443,46.766
Kinesin-4,118,Track_3880,4,0,0,0,0,0,1.689,47.292,48.981,1.934,3880,3880,13.849,42.584,0,1.147,2.19,0.357,0.892,0.942,427.247,653.93,73.411,526.821,216.368
Kinesin-4,119,Track_3918,7,1,1,0,0,0,3.941,47.855,51.796,0.498,3918,3918,8.813,47.555,0,0.6,1.257,0.365,0.517,0.332,422.305,658.145,48.314,480.316,209.195
Kinesin-4,120,Track_3939,6,1,1,0,0,0,3.378,48.418,51.796,1.854,3939,3939,32.825,38.811,0,0.602,0.936,0.395,0.604,0.216,425.721,643.937,110.582,442.988,166.473
Kinesin-4,121,Track_3957,4,0,0,0,0,0,1.689,48.418,50.107,1.11,3957,3957,23.784,49.376,0,0.657,0.705,0.581,0.686,0.067,552.913,634.043,472.088,624.976,76.723
Kinesin-4,122,Track_3958,3,0,0,0,0,0,1.126,48.418,49.544,0.685,3958,3958,37.793,23.191,0,0.608,0.658,0.559,0.658,0.07,405.7,521.303,285.902,409.895,96.148
Kinesin-4,123,Track_3961,5,0,0,0,0,0,2.252,48.418,50.67,1.787,3961,3961,19.357,36.653,0,0.793,0.924,0.467,0.892,0.218,478.58,609.156,257.911,489.744,130.66
Kinesin-4,124,Track_4003,2,0,0,0,0,0,0.563,48.981,49.544,0.347,4003,4003,38.46,54.005,0,0.616,0.616,0.616,0.616,NaN,425.31,432.261,418.359,432.261,6.951
Kinesin-4,125,Track_4007,2,0,0,0,0,0,0.563,48.981,49.544,0.33,4007,4007,29.671,40.984,0,0.587,0.587,0.587,0.587,NaN,483.051,539.442,426.66,539.442,56.391
Kinesin-4,126,Track_4023,4,0,0,0,0,0,1.689,48.981,50.67,1.074,4023,4023,21.45,53.054,0,0.637,0.725,0.58,0.605,0.077,469.87,537.888,341.549,532.092,79.006
Kinesin-4,127,Track_4078,3,0,0,0,0,0,1.126,49.544,50.67,0.452,4078,4078,42.43,40.338,0,0.402,0.7,0.103,0.7,0.423,507.735,796.154,180.958,546.092,252.613
Kinesin-4,128,Track_4087,15,2,2,0,0,0,9.571,49.544,59.115,1.392,4087,4087,62.62,45.687,0,0.259,0.6,0.01,0.246,0.202,522.861,1014.323,64.415,466.392,299.068
Kinesin-4,129,Track_4134,2,0,0,0,0,0,0.563,50.107,50.67,0.36,4134,4134,24.226,15.761,0,0.639,0.639,0.639,0.639,NaN,431.586,441.01,422.162,441.01,9.424
Kinesin-4,130,Track_4158,5,0,0,0,0,0,2.252,51.233,53.485,1.337,4158,4158,11.45,39.827,0,0.594,0.659,0.545,0.601,0.049,594.681,662.504,493.961,587.135,61.347
Kinesin-4,131,Track_4308,2,0,0,0,0,0,0.563,52.922,53.485,0.337,4308,4308,31.514,36.215,0,0.598,0.598,0.598,0.598,NaN,528.288,568.921,487.655,568.921,40.633
Kinesin-4,132,Track_4311,3,0,0,0,0,0,1.126,52.359,53.485,0.615,4311,4311,36.911,54.926,0,0.548,0.669,0.427,0.669,0.171,426.156,492.339,302.363,483.767,87.605
Kinesin-4,133,Track_4365,5,0,0,0,0,0,2.252,54.048,56.3,1.288,4365,4365,6.73,42.343,0,0.573,0.605,0.526,0.598,0.037,572.405,665.557,510.221,547.627,54.622
Kinesin-4,134,Track_4368,3,0,0,0,0,0,1.126,54.048,55.174,0.555,4368,4368,48.55,10.868,0,0.493,0.524,0.462,0.524,0.044,420.963,481.156,362.016,419.717,48.647
Kinesin-4,135,Track_4378,6,0,0,0,0,0,2.815,54.048,56.863,1.661,4378,4378,39.279,41.297,0,0.592,0.905,0.443,0.498,0.196,472.994,782.958,213.025,484.374,183.297
Kinesin-4,136,Track_4379,8,1,1,0,0,0,4.504,54.048,58.552,0.36,4379,4379,27.892,32.902,0,0.638,1.154,0.473,0.511,0.258,443.033,663.126,88.391,571.61,203.706
Kinesin-4,137,Track_4393,5,0,0,0,0,0,2.252,54.048,56.3,0.485,4393,4393,0.084,33.857,0,0.215,0.862,0,0,0.431,523.303,688.227,236.767,608.833,167.745
Kinesin-4,138,Track_4466,3,0,0,0,0,0,1.126,54.611,55.737,0.687,4466,4466,49.321,33.747,0,0.61,0.749,0.472,0.749,0.196,431.616,497.855,327.09,469.904,74.787
Kinesin-4,139,Track_4468,3,0,0,0,0,0,1.126,54.611,55.737,0.631,4468,4468,16.195,27.199,0,0.561,0.659,0.463,0.659,0.139,470.687,659.588,123.985,628.489,245.484
Kinesin-4,140,Track_4488,3,0,0,0,0,0,1.126,55.174,56.3,0.611,4488,4488,20.305,27.875,0,0.542,0.612,0.472,0.612,0.099,469.553,492.931,446.917,468.812,18.793
Kinesin-4,141,Track_4491,8,1,1,0,0,0,4.504,55.174,59.678,1.251,4491,4491,11.705,61.151,0,0.494,0.665,0.172,0.543,0.168,415.335,569.822,129.643,426.938,122.881
Kinesin-4,142,Track_4502,3,0,0,0,0,0,1.126,55.174,56.3,0.805,4502,4502,38.375,31.341,0,0.715,0.774,0.655,0.774,0.084,512.348,547.181,479.181,510.682,27.786
Kinesin-4,143,Track_4512,2,0,0,0,0,0,0.563,55.737,56.3,0.355,4512,4512,10.7,55.11,0,0.631,0.631,0.631,0.631,NaN,575.954,588.442,563.466,588.442,12.488
Kinesin-4,144,Track_4563,5,0,0,0,0,0,2.252,56.863,59.115,0.683,4563,4563,6.039,41.798,0,0.602,0.672,0.51,0.618,0.067,450.92,509.052,319.449,475.582,67.035
Kinesin-4,145,Track_4564,5,0,0,0,0,0,2.252,56.863,59.115,1.069,4564,4564,29.051,48.503,0,0.476,0.603,0.258,0.565,0.155,537.195,906.577,252.431,537.303,227.901
Kinesin-4,146,Track_4569,3,0,0,0,0,0,1.126,56.863,57.989,0.67,4569,4569,34.814,27.369,0,0.596,0.628,0.564,0.628,0.045,414.91,457.257,388.832,398.642,30.211
Kinesin-4,147,Track_4575,4,0,0,0,0,0,1.689,56.863,58.552,0.855,4575,4575,33.523,27.701,0,0.506,0.544,0.464,0.511,0.04,480.313,518.777,423.049,503.939,36.538
Kinesin-4,148,Track_4616,6,0,0,0,0,0,2.815,56.863,59.678,1.486,4616,4616,47.469,31.553,0,0.533,0.723,0.264,0.629,0.193,518.884,718.729,455.685,485.271,92.859
Kinesin-4,149,Track_4631,6,0,0,0,0,0,2.815,56.3,59.115,0.67,4631,4631,34.544,37.513,0,0.527,0.722,0.421,0.482,0.116,504.558,634.083,350.266,538.552,107.514
Kinesin-4,150,Track_4697,3,0,0,0,0,0,1.126,57.989,59.115,0.61,4697,4697,47.469,26.193,0,0.542,0.57,0.514,0.57,0.04,581.136,798.939,334.362,610.106,190.766
Kinesin-4,151,Track_4709,3,0,0,0,0,0,1.126,57.989,59.115,0.606,4709,4709,23.06,41.729,0,0.538,0.624,0.451,0.624,0.122,666.538,745.531,529.466,724.617,97.3
Kinesin-4,152,Track_4735,2,0,0,0,0,0,0.563,58.552,59.115,0.304,4735,4735,61.376,28.411,0,0.541,0.541,0.541,0.541,NaN,424.088,533.011,315.164,533.011,108.923
Kinesin-4,153,Track_4770,2,0,0,0,0,0,0.563,58.552,59.115,0.303,4770,4770,9.434,13.307,0,0.538,0.538,0.538,0.538,NaN,414.631,452.12,377.143,452.12,37.489
Kinesin-1,1,Track_292,2,0,0,0,0,0,0.558,5.022,5.58,0.352,292,292,27.407,19.628,0,0.63,0.63,0.63,0.63,NaN,752.498,755.938,749.057,755.938,3.44
Kinesin-1,2,Track_365,3,0,0,0,0,0,1.116,6.696,7.812,0.759,365,365,49.246,33.529,0,0.68,0.685,0.675,0.685,0.007,735.734,801.469,626.934,778.801,77.488
Kinesin-1,3,Track_482,3,0,0,0,0,0,1.116,9.486,10.602,0.75,482,482,29.164,70.319,0,0.674,0.689,0.658,0.689,0.022,765.592,866.416,694.92,735.442,73.187
Kinesin-1,4,Track_519,7,0,0,0,0,0,3.348,10.602,13.95,1.523,519,519,43.767,3.883,0,0.458,1.552,0.15,0.277,0.543,738.323,817.217,648.731,718.454,56.66
Kinesin-1,5,Track_662,2,0,0,0,0,0,0.558,13.392,13.95,0.393,662,662,42.837,20.506,0,0.705,0.705,0.705,0.705,NaN,749.788,764.146,735.431,764.146,14.358
Kinesin-1,6,Track_748,2,0,0,0,0,0,0.558,15.624,16.182,0.307,748,748,44.099,27.136,0,0.55,0.55,0.55,0.55,NaN,800.309,811.902,788.715,811.902,11.594
Kinesin-1,7,Track_785,7,1,1,0,0,0,3.906,16.74,20.646,0.705,785,785,23.12,20.726,0,0.258,0.584,0.026,0.216,0.199,743.819,826.792,650.193,758.536,62.984
Kinesin-1,8,Track_1379,9,0,0,0,0,0,4.464,29.016,33.48,0.675,1379,1379,74.815,43.839,0,0.155,0.875,0.008,0.064,0.293,827.979,953.747,723.738,802.625,69.414
Kinesin-1,9,Track_1484,3,0,0,0,0,0,1.116,31.248,32.364,0.436,1484,1484,63.314,41.887,0,0.391,0.546,0.236,0.546,0.22,810.473,924.871,701.331,805.217,91.336
Kinesin-1,10,Track_1513,4,0,0,0,0,0,1.674,31.806,33.48,1.177,1513,1513,67.081,66.094,0,0.703,0.715,0.689,0.707,0.013,807.271,849.283,733.49,830.874,44.25
Kinesin-1,11,Track_1720,2,0,0,0,0,0,0.558,36.828,37.386,0.345,1720,1720,33.433,44.952,0,0.617,0.617,0.617,0.617,NaN,774.526,777.384,771.667,777.384,2.858
Kinesin-1,12,Track_2123,3,0,0,0,0,0,1.116,45.198,46.314,0.583,2123,2123,61.423,59.55,0,0.529,0.576,0.482,0.576,0.067,741.41,770.092,700.875,753.262,29.474
Kinesin-1,13,Track_2286,5,1,1,0,0,0,2.79,47.43,50.22,0.345,2286,2286,75.52,15.755,0,0.11,0.197,0.013,0.138,0.078,843.808,940.657,759.771,812.439,72.427
Kinesin-1,14,Track_2446,3,0,0,0,0,0,1.116,51.336,52.452,0.663,2446,2446,66.077,46.593,0,0.594,0.608,0.58,0.608,0.02,771.668,908.281,629.275,777.447,113.977
Kinesin-1,15,Track_2468,3,0,0,0,0,0,1.116,51.894,53.01,0.706,2468,2468,0.555,46.409,0,0.633,0.703,0.563,0.703,0.099,766.175,835.726,716.869,745.93,50.591
Kinesin-1,16,Track_2694,3,0,0,0,0,0,1.116,56.358,57.474,0.443,2694,2694,34.491,75.637,0,0.397,0.501,0.293,0.501,0.147,745.218,874.246,659.343,702.064,92.889
Kinesin-1,17,Track_2866,2,0,0,0,0,0,0.558,59.706,60.264,0.384,2866,2866,48.055,23.777,0,0.688,0.688,0.688,0.688,NaN,766.621,799.726,733.517,799.726,33.105
Kinesin-1,18,Track_2892,3,0,0,0,0,0,1.116,60.264,61.38,0.549,2892,2892,30.159,68.355,0,0.503,0.581,0.425,0.581,0.11,770.322,869.165,611.739,830.062,113.266
Kinesin-1,19,Track_3030,2,0,0,0,0,0,0.558,62.496,63.054,0.324,3030,3030,50.467,70.633,0,0.581,0.581,0.581,0.581,NaN,759.953,823.876,696.03,823.876,63.923
Kinesin-1,20,Track_3060,2,0,0,0,0,0,0.558,63.612,64.17,0.336,3060,3060,45.602,77.365,0,0.603,0.603,0.603,0.603,NaN,895.083,929.99,860.177,929.99,34.907
Kinesin-1,21,Track_3128,2,0,0,0,0,0,0.558,65.286,65.844,0.388,3128,3128,62.046,62.034,0,0.696,0.696,0.696,0.696,NaN,788.057,898.289,677.826,898.289,110.231
Kinesin-1,22,Track_3142,5,0,0,0,0,0,2.232,64.728,66.96,0.685,3142,3142,35.109,13.153,0,0.309,0.375,0.196,0.346,0.079,798.972,871.22,730.679,796.394,57.154
Kinesin-1,23,Track_3143,4,0,0,0,0,0,1.674,64.728,66.402,1.045,3143,3143,46.378,77.046,0,0.625,0.681,0.552,0.642,0.066,785.461,868.636,671.349,812.142,71.885
Kinesin-1,24,Track_3165,3,0,0,0,0,0,1.116,65.286,66.402,0.411,3165,3165,62.218,27.843,0,0.369,0.411,0.326,0.411,0.06,798.529,831.189,779.11,785.289,23.231
Kinesin-1,25,Track_3247,5,0,0,0,0,0,2.232,67.518,69.75,1.365,3247,3247,53.385,15.935,0,0.612,0.655,0.57,0.631,0.038,735.098,845.395,576.26,734.31,93.361
Kinesin-1,26,Track_3265,9,0,0,0,0,0,4.464,68.076,72.54,3.075,3265,3265,13.098,49.273,0,0.689,1.945,0.455,0.523,0.509,741.874,865.517,624.745,754.238,68.272
Kinesin-1,27,Track_3455,4,0,0,0,0,0,1.674,70.866,72.54,0.889,3455,3455,75.785,23.87,0,0.533,0.547,0.511,0.542,0.02,752.702,884.897,683.451,743.914,79.5
Kinesin-1,28,Track_3463,2,0,0,0,0,0,0.558,70.866,71.424,0.33,3463,3463,38.812,46.724,0,0.591,0.591,0.591,0.591,NaN,756.568,759.977,753.159,759.977,3.409
Kinesin-1,29,Track_3629,2,0,0,0,0,0,0.558,73.656,74.214,0.341,3629,3629,38.311,50.018,0,0.611,0.611,0.611,0.611,NaN,802.063,824.19,779.936,824.19,22.127
Kinesin-1,30,Track_3733,2,0,0,0,0,0,0.558,76.446,77.004,0.382,3733,3733,24.839,61.474,0,0.685,0.685,0.685,0.685,NaN,875.463,880.065,870.86,880.065,4.602
Kinesin-1,31,Track_3811,6,0,0,0,0,0,2.79,79.236,82.026,0.448,3811,3811,61.271,16.749,0,0.193,0.741,0.028,0.054,0.307,782.24,875.818,699.632,800.161,65.564
Kinesin-1,32,Track_3853,2,0,0,0,0,0,0.558,79.236,79.794,0.392,3853,3853,33.141,31.073,0,0.703,0.703,0.703,0.703,NaN,795.548,806.169,784.927,806.169,10.621
Kinesin-1,33,Track_3856,4,0,0,0,0,0,1.674,78.678,80.352,0.755,3856,3856,65.876,19.62,0,0.464,0.498,0.408,0.485,0.049,753.959,800.183,683.894,781.869,44.275
Kinesin-1,34,Track_4397,6,0,0,0,0,0,2.79,89.838,92.628,0.885,4397,4397,53.582,45.856,0,0.395,0.478,0.195,0.431,0.114,735.767,818.498,608.108,801.467,87.973
Kinesin-1,35,Track_4462,2,0,0,0,0,0,0.558,91.512,92.07,0.338,4462,4462,7.547,20.476,0,0.605,0.605,0.605,0.605,NaN,737.984,780.685,695.283,780.685,42.701
Kinesin-1,36,Track_4495,2,0,0,0,0,0,0.558,92.628,93.186,0.344,4495,4495,48.341,53.761,0,0.616,0.616,6.16E-01,0.616,NaN,733.403,765.564,701.242,765.564,32.161
Kinesin-1,37,Track_4522,12,0,0,0,0,0,6.138,92.628,98.766,0.477,4522,4522,74.943,42.898,0,0.122,0.55,0.011,0.042,0.16,776.915,905.602,688.006,748.05,74.82
Kinesin-1,38,Track_4552,3,0,0,0,0,0,1.116,93.744,94.86,0.522,4552,4552,78.084,39.723,0,0.505,0.612,0.399,0.612,0.151,778.899,867.426,711.951,757.318,65.281
Kinesin-1,39,Track_4717,4,0,0,0,0,0,1.674,95.976,97.65,1.085,4717,4717,34.856,77.864,0,0.648,0.741,0.525,0.678,0.111,843.804,880.377,824.648,836.468,21.564
Kinesin-1,40,Track_4870,10,2,2,0,0,0,6.696,99.324,106.02,0.532,4870,4870,54.069,51.336,0,0.199,0.374,0.01,0.216,0.105,851.054,945.869,764.446,870.547,67.898
Kinesin-1,41,Track_4890,4,1,1,0,0,0,2.232,98.208,100.44,1.39,4890,4890,43.306,60.135,0,0.643,0.692,0.578,0.659,0.058,769.63,857.296,695.793,814.689,68.255
Kinesin-1,42,Track_5160,3,0,0,0,0,0,1.116,104.904,106.02,0.729,5160,5160,63.782,21.428,0,0.655,0.665,0.645,0.665,0.014,733.841,768.856,689.464,743.203,33.081
Kinesin-1,43,Track_5190,2,0,0,0,0,0,0.558,59.148,59.706,0.39,5190,5190,10.353,28.192,0,0.699,0.699,0.699,0.699,NaN,764.398,783.662,745.133,783.662,19.265
Kinesin-1,44,Track_5241,4,0,0,0,0,0,1.674,107.136,108.81,0.973,5241,5241,48.168,23.92,0,0.582,0.606,0.566,0.574,0.021,756.379,792.326,671.631,780.827,49.156
Kinesin-1,45,Track_5255,2,0,0,0,0,0,0.558,107.136,107.694,0.349,5255,5255,51.999,48.053,0,0.626,0.626,0.626,0.626,NaN,776.435,801.755,751.115,801.755,25.32
Kinesin-1,46,Track_5271,2,0,0,0,0,0,0.558,107.694,108.252,0.361,5271,5271,66.151,44.657,0,0.646,0.646,0.646,0.646,NaN,738.445,850.594,626.296,850.594,112.149
Kinesin-1,47,Track_5412,2,0,0,0,0,0,0.558,109.368,109.926,0.31,5412,5412,50.509,41.861,0,0.555,0.555,0.555,0.555,NaN,766.735,798.45,735.019,798.45,31.715
Kinesin-1,48,Track_5525,2,0,0,0,0,0,0.558,111.042,111.6,0.351,5525,5525,46.564,61.317,0,0.63,0.63,0.63,0.63,NaN,757.174,779.597,734.75,779.597,22.424
Kinesin-1,49,Track_5584,2,0,0,0,0,0,0.558,113.832,114.39,0.379,5584,5584,62.904,23.754,0,0.679,0.679,0.679,0.679,NaN,753.751,865.617,641.885,865.617,111.866
Kinesin-1,50,Track_5667,17,1,1,0,0,0,9.486,115.506,124.992,0.388,5667,5667,79.343,52.4,0,0.167,0.719,0.007,0.141,0.172,771.487,881.868,638.119,779.985,75.322
Kinesin-1,51,Track_5722,2,0,0,0,0,0,0.558,116.622,117.18,0.312,5722,5722,5.995,26.845,0,0.559,0.559,0.559,0.559,NaN,747.824,820.473,675.175,820.473,72.649
Kinesin-1,52,Track_5762,3,0,0,0,0,0,1.116,117.738,118.854,0.551,5762,5762,25.492,63.483,0,0.494,0.528,0.461,0.528,0.048,852.583,874.706,815.822,867.22,26.173
Kinesin-1,53,Track_5923,4,0,0,0,0,0,1.674,121.086,122.76,0.973,5923,5923,52.5,13.421,0,0.582,0.585,0.577,0.583,0.004,772.53,882.714,588.112,879.558,121.121
Kinesin-1,54,Track_6182,36,0,0,0,0,0,19.53,126.108,145.638,0.893,6182,6182,54.71,49.164,0,0.072,1.568,0.003,0.019,0.262,735.394,888.941,464.119,727.159,98.487
Kinesin-1,55,Track_6477,4,1,1,0,0,0,2.232,131.688,133.92,1.219,6477,6477,42.695,62.461,0,0.55,0.605,0.463,0.581,0.076,769.121,935.832,592.487,805.813,123.547
Kinesin-1,56,Track_6536,2,0,0,0,0,0,0.558,133.362,133.92,0.378,6536,6536,39.343,62.34,0,0.678,0.678,0.678,0.678,NaN,750.36,775.769,724.952,775.769,25.408
Kinesin-1,57,Track_6606,3,0,0,0,0,0,1.116,134.478,135.594,0.489,6606,6606,39.976,60.405,0,0.439,0.487,0.39,0.487,0.069,734.405,791.786,661.956,749.472,54.063
Kinesin-1,58,Track_6627,5,0,0,0,0,0,2.232,134.478,136.71,1.337,6627,6627,69.867,18.695,0,0.599,0.634,0.569,0.605,0.027,758.269,807.449,709.322,744.961,36.172
Kinesin-1,59,Track_6698,6,0,0,0,0,0,2.79,136.152,138.942,0.531,6698,6698,79.181,53.388,0,0.304,0.76,0.103,0.221,0.263,827.032,916.584,701.596,899.314,87.762
Kinesin-1,60,Track_6724,13,2,1,0,0,0,7.812,137.268,145.08,0.84,6724,6724,61.286,17.498,0,0.111,0.337,0.01,0.082,0.104,735.374,833.241,590.085,774.382,78.29
Kinesin-1,61,Track_6778,2,0,0,0,0,0,0.558,137.826,138.384,0.349,6778,6778,49.692,62.723,0,0.626,0.626,0.626,0.626,NaN,786.901,793.445,780.356,793.445,6.544
Kinesin-1,62,Track_6906,3,0,0,0,0,0,1.116,140.616,141.732,0.67,6906,6906,51.922,15.246,0,0.601,0.617,0.585,0.617,0.022,804.633,877.049,723.642,813.209,62.921
Kinesin-1,63,Track_6987,7,0,0,0,0,0,3.348,141.732,145.08,1.498,6987,6987,3.061,58.333,0,0.459,0.713,0.025,0.638,0.284,753.66,863.833,682.83,715.77,59.892
Kinesin-1,64,Track_7018,5,0,0,0,0,0,2.232,142.848,145.08,1.306,7018,7018,40.608,14.022,0,0.587,0.632,0.548,0.599,0.037,750.192,830.618,613.752,786.91,82.911
Kinesin-1,65,Track_7211,3,0,0,0,0,0,1.116,146.754,147.87,0.528,7211,7211,61.053,34.908,0,0.474,0.481,0.467,0.481,0.01,866.049,928.616,788.768,880.764,58.033
Kinesin-1,66,Track_7326,2,0,0,0,0,0,0.558,148.428,148.986,0.369,7326,7326,16.585,28.865,0,0.661,0.661,0.661,0.661,NaN,768.535,806.914,730.156,806.914,38.379
Kinesin-1,67,Track_7418,2,0,0,0,0,0,0.558,150.102,150.66,0.392,7418,7418,27.776,70.008,0,0.703,0.703,0.703,0.703,NaN,752.985,779.285,726.685,779.285,26.3
Kinesin-1,68,Track_7537,8,1,2,0,0,0,5.022,152.892,157.914,1.435,7537,7537,56.047,32.779,0,0.291,0.696,0.058,0.281,0.205,751.871,861.96,687.291,738.512,60.65
Kinesin-1,69,Track_7677,7,0,0,0,0,0,3.348,155.124,158.472,0.665,7677,7677,30.344,32.853,0,0.205,0.8,0.017,0.106,0.294,789.463,852.682,731.51,789.219,44.777
Kinesin-1,70,Track_7782,2,0,0,0,0,0,0.558,156.798,157.356,0.344,7782,7782,10.555,16.06,0,0.616,0.616,0.616,0.616,NaN,780.879,816.65,745.107,816.65,35.771
Kinesin-1,71,Track_7799,2,0,0,0,0,0,0.558,156.798,157.356,0.329,7799,7799,30.937,58.455,0,0.59,0.59,0.59,0.59,NaN,739.997,790.277,689.717,790.277,50.28
Kinesin-1,72,Track_7820,3,0,0,0,0,0,1.116,157.914,159.03,0.69,7820,7820,47.233,63.525,0,0.618,0.681,0.555,0.681,0.089,744.256,832.806,595.285,804.677,105.963
Kinesin-1,73,Track_8004,5,0,0,0,0,0,2.232,162.378,164.61,1.39,8004,8004,78.304,30.718,0,0.624,0.671,0.583,0.651,0.044,775.482,914.227,651.712,740.253,99.573
Kinesin-1,74,Track_8033,3,0,0,0,0,0,1.116,162.378,163.494,0.528,8033,8033,21.913,29.815,0,0.474,0.493,0.455,0.493,0.027,778.548,863.145,717.873,754.625,61.672
Kinesin-1,75,Track_8042,9,2,1,0,0,0,5.58,162.378,167.958,0.595,8042,8042,79.039,53.782,0,0.18,0.366,0.054,0.202,0.112,826.519,935.677,742.051,821.064,57.166
Kinesin-1,76,Track_8090,4,0,0,0,0,0,1.674,162.936,164.61,0.413,8090,8090,4.258,39.518,0,0.248,0.372,0.184,0.189,0.107,785.784,825.935,758.329,786.164,25.184
Kinesin-1,77,Track_8123,2,0,0,0,0,0,0.558,164.052,164.61,0.349,8123,8123,75.29,38.031,0,0.625,0.625,0.625,0.625,NaN,868.34,926.288,810.391,926.288,57.949
Kinesin-1,78,Track_8197,5,0,0,0,0,0,2.232,165.168,167.4,0.443,8197,8197,38.061,52.457,0,0.206,0.447,0.052,0.21,0.174,775.545,829.74,683.953,796.042,53.749
Kinesin-1,79,Track_8344,3,0,0,0,0,0,1.116,168.516,169.632,0.692,8344,8344,64.715,29.586,0,0.621,0.638,0.604,0.638,0.024,750.521,775.523,722.426,753.615,21.787
Kinesin-1,80,Track_8366,5,1,2,0,0,0,3.348,169.074,172.422,0.761,8366,8366,37.18,55.233,0,0.307,0.526,0.145,0.307,0.161,735.866,818.713,666.509,742.049,50.999
Kinesin-1,81,Track_8535,2,0,0,0,0,0,0.558,172.422,172.98,0.369,8535,8535,42.481,41.831,0,0.66,0.66,0.66,0.66,NaN,766.333,778.88,753.787,778.88,12.547
Kinesin-1,82,Track_8597,5,0,0,0,0,0,2.232,173.538,175.77,1.467,8597,8597,16.702,9.577,0,0.658,0.702,5.69E-01,0.686,0.06,780.237,879.552,733.158,762.756,52.118
Kinesin-1,83,Track_8725,5,0,0,0,0,0,2.232,176.328,178.56,1.236,8725,8725,66.553,14.785,0,0.554,0.657,0.43,0.599,0.098,822.322,899.623,749.718,815.11,60.634
Kinesin-1,84,Track_8847,2,0,0,0,0,0,0.558,179.118,179.676,0.309,8847,8847,20.92,40.195,0,0.554,0.554,0.554,0.554,NaN,782.034,783.955,780.113,783.955,1.921
Kinesin-1,85,Track_9013,5,0,0,0,0,0,2.232,181.908,184.14,0.997,9013,9013,17.697,15.455,0,0.447,0.571,0.253,0.518,0.139,757.154,828.818,701.006,743.743,46.935
Kinesin-1,86,Track_9063,4,0,0,0,0,0,1.674,181.908,183.582,0.61,9063,9063,61.889,35.483,0,0.365,0.412,0.314,0.368,0.049,817.677,922.919,664.738,872.794,96.901
Kinesin-1,87,Track_9139,2,0,0,0,0,0,0.558,183.582,184.14,0.381,9139,9139,25.394,66.496,0,0.684,0.684,0.684,0.684,NaN,800.809,829.03,772.588,829.03,28.221
Kinesin-1,88,Track_9186,10,0,0,0,0,0,5.022,184.698,189.72,2.225,9186,9186,76.779,52.1,0,0.444,0.678,0.127,0.588,0.241,741.854,920.507,592.732,774.617,104.575
Kinesin-1,89,Track_9216,4,0,0,0,0,0,1.674,184.698,186.372,0.508,9216,9216,42.373,51.035,0,0.304,0.322,0.287,0.302,0.017,747.818,870.259,686.259,743.234,74.114
Kinesin-1,90,Track_9265,2,0,0,0,0,0,0.558,185.814,186.372,0.379,9265,9265,60.652,22.907,0,0.68,0.68,0.68,0.68,NaN,818.841,892.968,744.714,892.968,74.127
Kinesin-1,91,Track_9269,10,1,2,0,0,0,6.138,185.814,191.952,1.908,9269,9269,37.82,68.221,0,0.342,0.677,0.148,0.26,0.177,734.577,849.039,457.703,787.643,108.264
Kinesin-1,92,Track_9400,4,0,0,0,0,0,1.674,190.278,191.952,0.639,9400,9400,21.273,33.515,0,0.382,0.418,0.342,0.385,0.038,768.384,841.687,701.339,768.052,49.758
Kinesin-1,93,Track_9583,2,0,0,0,0,0,0.558,192.51,193.068,0.373,9583,9583,33.676,51.281,0,0.668,0.668,0.668,0.668,NaN,759.936,787.712,732.161,787.712,27.776
Kinesin-1,94,Track_9802,5,0,0,0,0,0,2.232,195.858,198.09,1.339,9802,9802,70.929,58.931,0,0.6,0.633,0.569,0.601,0.026,740.089,853.376,625.676,717.21,79.88
